FIPS,Province_State,Combined_Key,Lat,Long_,Population,METRO,pop500,CASTHMA,HIGHCHOL,DIABETES,OBESITY,CANCER,STROKE,MHLTH,CSMOKING,CHOLSCREEN,ACCESS2,CHD,CHECKUP,KIDNEY,BINGE,LPA,ARTHRITIS,BPMED,PHLTH,BPHIGH,COPD,nhosp,nhosp999,totalbeds,estbeds,persons_per_household,age65_%pop,black_%pop,hisp_%pop,welfare_receipts,poverty_%pop,pop_density_2010,hsgrad_%pop,median_income,percap_income,gini_index,svi_ses,svi_households,svi_minority,svi_housing_transport,svi_overall,estbeds_per1000
17031,Illinois,"Cook, Illinois, US",41.84144849,-87.81658794,5150233.0,"Chicago, Elgin, Palatine, Cicero, Evanston, Schaumburg, Arlington Heights",3095892,11.4,30.7,9.6,23.7,5.4,1.5,11.6,26.7,87.1,24.3,10.0,61.7,1.2,19.0,23.0,26.8,69.0,18.8,25.0,5.2,55.0,3.0,16621.0,17237.0,2.61,14.6,23.9,25.5,39639868,13.8,945.33,86.7,62088.0,35575.0,0.5105,0.5057,0.0946,0.9618,0.8758,0.6755,3
17197,Illinois,"Will, Illinois, US",41.44619267,-87.97862712,690743.0,"Joliet, Naperville, Bolingbrook, Aurora",268270,8.2,30.2,8.4,33.3,8.7,2.1,12.5,17.5,73.1,12.9,3.0,70.4,1.8,19.4,22.7,17.4,67.1,10.2,25.5,3.3,4.0,1.0,917.0,1122.0,2.98,13.1,12.1,17.8,2467555,6.4,836.91,90.9,83504.0,35259.0,0.4087,0.1557,0.1417,0.8609,0.1465,0.2022,1
17043,Illinois,"DuPage, Illinois, US",41.85116968,-88.08642662,922921.0,"Naperville, Aurora, Bolingbrook",145537,8.1,31.9,7.3,27.1,5.7,1.8,9.6,12.3,85.3,7.8,3.8,68.6,2.1,20.1,16.7,19.2,69.2,8.2,26.6,4.2,6.0,0.0,1752.0,1752.0,2.69,15.5,5.3,14.5,7846517,6.6,327.50,92.6,88711.0,43982.0,0.4541,0.0678,0.0379,0.8526,0.3079,0.1611,1
01073,Alabama,"Jefferson, Alabama, US",33.55554728,-86.89506300000002,658573.0,"Birmingham, Hoover",269191,13.6,20.2,7.3,31.6,4.1,1.9,24.1,10.9,74.4,20.6,3.1,80.1,2.1,18.4,47.5,38.3,79.0,8.8,21.9,13.0,11.0,1.0,4400.0,4570.0,2.47,15.9,43.5,4.0,7766161,16.1,1111.28,89.7,51979.0,30657.0,0.4952,0.5185,0.5833,0.8099,0.6211,0.6621,6
26161,Michigan,"Washtenaw, Michigan, US",42.253105,-83.83853204,367601.0,Ann Arbor,113934,9.3,28.3,6.4,25.9,5.4,1.9,11.0,11.1,78.0,7.2,3.9,67.2,2.2,19.9,16.8,21.0,71.1,8.5,22.2,4.1,6.0,2.0,1683.0,2132.0,2.47,13.8,12.3,4.8,4710181,15.0,705.97,95.2,69434.0,39486.0,0.4981,0.1694,0.0054,0.7402,0.7873,0.2236,5
26163,Michigan,"Wayne, Michigan, US",42.28098405,-83.281255,1749343.0,"Detroit, Dearborn, Livonia, Westland",992966,14.9,32.8,9.1,25.0,5.1,8.7,17.0,31.6,77.2,6.4,10.8,69.6,2.7,12.6,20.4,34.5,70.2,20.3,34.7,12.5,17.0,1.0,5269.0,5493.0,2.57,15.4,38.8,49.5,12420402,21.7,612.08,85.9,45321.0,25976.0,0.49700000000000005,0.7936,0.7845,0.9019,0.6587,0.8723,3
36029,New York,"Erie, New York, US",42.76249024,-78.73063652,918702.0,Buffalo,261310,11.9,31.5,13.0,36.0,5.9,3.9,16.9,24.3,79.6,14.7,7.2,73.8,3.6,18.7,36.7,27.6,73.9,16.3,35.2,8.4,12.0,2.0,2500.0,3112.0,2.3,17.9,14.0,75.2,7532495,13.7,1042.69,91.4,55673.0,32347.0,0.4601,0.2806,0.2149,0.723,0.6355,0.414,3
25027,Massachusetts,"Worcester, Massachusetts, US",42.35026951,-71.90493363,830622.0,Worcester,181045,11.5,31.3,9.5,29.9,5.9,3.0,15.2,18.9,76.9,10.8,5.4,75.8,2.9,19.5,28.1,25.1,73.8,13.5,29.3,6.7,10.0,0.0,1708.0,1708.0,2.58,15.6,6.0,11.9,6350013,9.0,1510.77,90.4,71895.0,36169.0,0.4554,0.2322,0.0952,0.7899,0.7931,0.4096,2
01097,Alabama,"Mobile, Alabama, US",30.78472347,-88.20842409,413210.0,Mobile,195111,9.7,24.3,25.1,24.4,6.6,3.9,16.0,14.0,68.1,25.0,5.7,74.5,3.4,8.5,20.7,26.5,78.2,15.8,58.4,5.4,4.0,0.0,1695.0,1695.0,2.6,16.2,36.1,56.7,2397151,20.8,1229.44,86.2,46166.0,25215.0,0.4805,0.6815,0.5899,0.6845,0.723,0.7532,4
25013,Massachusetts,"Hampden, Massachusetts, US",42.13440424,-72.63235561,466372.0,Springfield,153060,12.0,33.7,12.3,35.1,6.0,3.9,17.2,21.3,76.9,13.9,6.6,75.0,3.8,17.3,33.1,26.0,74.3,16.4,32.8,8.3,5.0,0.0,1322.0,1322.0,2.54,16.8,10.8,26.1,3821997,16.7,617.14,85.3,53403.0,29020.0,0.4798,0.6076,0.6593,0.8911,0.843,0.8232,2
25009,Massachusetts,"Essex, Massachusetts, US",42.6687626,-70.94687179,789034.0,"Lynn, Lawrence",166706,11.5,32.7,11.3,32.3,5.0,2.9,15.7,18.8,76.0,19.5,5.3,76.4,3.2,17.3,34.5,21.7,70.3,15.0,29.4,6.5,10.0,1.0,1241.0,1449.0,2.61,17.0,7.1,21.9,5323953,10.7,492.56,89.3,75878.0,40697.0,0.4955,0.2513,0.2114,0.8663,0.8045,0.508,1
36119,New York,"Westchester, New York, US",41.16278376,-73.75741653,967506.0,"New Rochelle, Mount Vernon, Yonkers",340330,9.9,32.8,10.8,27.1,6.0,3.1,12.9,15.6,84.7,13.6,5.7,73.2,3.2,16.6,27.4,22.5,75.1,12.0,30.0,6.0,12.0,1.0,2272.0,2578.0,2.71,17.1,16.6,25.1,9638221,8.3,430.50,87.8,92758.0,54572.0,0.5411,0.264,0.0853,0.9392,0.9386,0.5516,2
25005,Massachusetts,"Bristol, Massachusetts, US",41.79228404,-71.10872211,565217.0,"Fall River, New Bedford",183929,12.8,35.1,10.7,32.8,6.9,3.7,17.6,24.0,76.5,11.4,7.0,76.6,3.3,17.7,33.0,28.8,74.3,16.3,32.3,9.5,5.0,0.0,1161.0,1161.0,2.51,16.9,5.7,8.4,3485881,10.8,553.10,84.9,66157.0,34226.0,0.4615,0.3831,0.3177,0.7682,0.6466,0.5248,2
25021,Massachusetts,"Norfolk, Massachusetts, US",42.16073095,-71.20530408,706775.0,Quincy,92271,9.5,32.9,9.3,22.1,6.1,2.3,11.7,15.7,81.3,7.4,4.7,74.8,2.4,17.7,22.7,22.1,73.2,10.6,28.1,5.4,5.0,0.0,847.0,847.0,2.58,16.9,7.8,74.4,5406783,6.5,396.11,93.9,99511.0,52036.0,0.4898,0.0656,0.0252,0.7994,0.6603,0.2092,1
04013,Arizona,"Maricopa, Arizona, US",33.34835867,-112.49181540000001,4485414.0,"Chandler, Gilbert, Glendale, Mesa, Phoenix, Scottsdale, Surprise, Tempe, Avondale, Peoria",3282887,9.6,29.7,14.9,37.5,16.5,1.8,20.2,26.6,69.6,34.8,3.4,83.4,4.9,13.7,23.4,29.9,51.3,14.7,27.0,7.1,40.0,6.0,8136.0,9244.0,2.76,15.2,6.3,31.3,23736921,12.3,9200.14,87.4,61606.0,31697.0,0.4583,0.4175,0.3378,0.9274,0.7259,0.6354,2
18097,Indiana,"Marion, Indiana, US",39.78163624,-86.13826325,964582.0,Indianapolis,820445,11.2,32.7,11.0,34.9,5.6,3.2,15.2,22.0,78.1,14.9,5.9,66.7,3.0,17.4,29.8,23.9,72.8,13.4,33.3,7.6,12.0,4.0,3022.0,3658.0,2.51,12.6,28.9,10.6,10234995,17.2,396.30,85.7,46692.0,27251.0,0.4779,0.6793,0.5702,0.9079999999999999,0.6839,0.7971,3
18057,Indiana,"Hamilton, Indiana, US",40.07306535,-86.05244729,338011.0,"Carmel, Fishers",155985,8.6,30.3,7.4,27.3,6.1,1.8,9.9,13.0,84.4,7.0,3.9,64.1,2.0,19.2,19.9,21.0,72.7,8.3,26.7,4.1,5.0,0.0,470.0,470.0,2.69,12.4,4.4,83.4,2311282,4.2,394.27,96.4,94644.0,46597.0,0.4498,0.0032,0.121,0.5511,0.035,0.0255,1
18089,Indiana,"Lake, Indiana, US",41.41874274,-87.38277575,485493.0,"Gary, Hammond",161124,11.7,35.2,17.8,43.9,5.9,5.0,17.1,25.1,79.9,19.9,8.0,71.7,4.0,13.5,38.5,29.6,78.0,18.0,45.0,9.5,11.0,1.0,2114.0,2273.0,2.59,16.5,24.5,19.4,3812708,15.7,498.96,88.1,54249.0,27660.0,0.4417,0.6162,0.667,0.8742,0.504,0.7252,4
17097,Illinois,"Lake, Illinois, US",42.3224907,-88.00367925,696535.0,Waukegan,89078,9.7,31.2,12.1,35.5,4.5,2.9,14.9,21.0,78.9,24.5,5.7,65.9,3.1,18.3,31.9,21.2,69.1,13.7,32.4,6.7,7.0,2.0,901.0,1311.0,2.8,14.2,7.5,22.2,4026344,8.0,443.67,90.6,86244.0,44287.0,0.4869,0.1815,0.1363,0.8949,0.5365,0.3513,1
34017,New Jersey,"Hudson, New Jersey, US",40.73766234,-74.07515667,672391.0,"Jersey City, Union City",314052,8.2,31.9,11.6,28.6,4.5,2.6,13.6,17.5,80.8,18.2,4.9,73.7,2.8,16.9,33.3,17.9,70.8,12.4,30.8,5.1,6.0,0.0,1704.0,1704.0,2.59,11.8,14.8,42.9,2397648,14.3,46.19,84.2,66289.0,38147.0,0.5016,0.4943,0.0627,0.9914,0.8434,0.6424,2
32031,Nevada,"Washoe, Nevada, US",40.66562265,-119.6631594,471519.0,"Reno, Sparks",315485,8.6,37.5,4.7,21.8,4.3,2.7,19.3,11.4,67.9,7.3,5.4,62.5,2.1,25.3,34.7,28.9,67.8,22.2,22.5,10.0,6.0,0.0,1261.0,1261.0,2.5,16.4,2.7,24.8,6427397,10.4,6302.37,88.3,61155.0,33546.0,0.4527,0.3347,0.1598,0.8787,0.772,0.5271,2
36001,New York,"Albany, New York, US",42.60060306,-73.97723916,305506.0,Albany,97856,10.7,29.5,9.4,24.9,4.9,3.0,15.4,16.7,79.6,10.2,5.4,72.8,3.0,18.0,24.2,23.1,74.1,11.1,29.3,6.3,5.0,1.0,1341.0,1647.0,2.3,17.0,14.1,6.1,3522456,11.3,522.80,92.7,64535.0,36454.0,0.4597,0.1745,0.0478,0.7564,0.7297,0.3041,5
32003,Nevada,"Clark, Nevada, US",36.21458855,-115.0130241,2266715.0,"North Las Vegas, Las Vegas, Henderson",1058446,9.1,23.1,6.4,21.5,3.4,2.9,11.1,11.85,69.0,15.8,2.9,63.2,2.5,16.5,40.3,12.4,60.6,11.1,23.6,6.8,23.0,6.0,3946.0,5054.0,2.76,14.7,12.8,31.4,9714942,14.0,7891.43,85.7,56802.0,29256.0,0.4779,0.5459,0.3639,0.9608,0.7443,0.7404,2
34031,New Jersey,"Passaic, New Jersey, US",41.03238628,-74.29954144,501826.0,"Passaic, Paterson, Clifton",300116,9.1,33.0,14.6,31.2,4.6,3.4,16.6,19.2,80.4,26.9,6.1,72.2,3.5,15.4,40.6,20.2,71.6,15.9,32.0,6.8,5.0,0.0,1456.0,1456.0,3.03,14.5,15.0,42.3,2516793,13.6,184.59,83.4,66476.0,30800.0,0.4669,0.5111,0.3101,0.9729,0.9067,0.7764,2
34039,New Jersey,"Union, New Jersey, US",40.65835409,-74.30680092,556341.0,Elizabeth,124969,8.9,32.0,12.3,33.3,4.7,3.0,16.2,19.7,80.3,27.2,5.8,72.2,3.2,16.4,38.9,20.7,70.8,15.1,31.0,6.4,5.0,1.0,1232.0,1497.0,2.89,14.4,23.7,32.3,3370818,7.8,102.86,86.2,77095.0,40201.0,0.4877,0.3354,0.276,0.9745,0.7905,0.6232,2
34013,New Jersey,"Essex, New Jersey, US",40.78681335,-74.24657979,798975.0,Newark,277140,10.9,31.1,14.6,38.5,4.6,3.9,17.1,22.2,79.8,24.4,5.8,75.0,3.6,14.2,40.4,22.8,73.5,15.6,37.8,7.5,8.0,0.0,3612.0,3612.0,2.73,13.6,41.9,23.5,6274291,14.9,126.21,85.7,59302.0,37141.0,0.5539,0.5742,0.4094,0.9796,0.9411,0.8404,4
25017,Massachusetts,"Middlesex, Massachusetts, US",42.48607732,-71.39049229,1611699.0,"Lowell, Cambridge, Somerville, Newton",372581,9.9,28.0,7.0,22.2,5.1,2.2,11.3,11.4,76.2,6.4,4.1,73.0,2.3,21.1,19.7,18.4,70.7,9.0,24.9,4.4,17.0,1.0,2755.0,2963.0,2.56,15.3,5.9,8.3,15136621,7.3,817.82,93.1,97012.0,49669.0,0.4708,0.051,0.0137,0.8341,0.8195,0.2264,1
34021,New Jersey,"Mercer, New Jersey, US",40.28047017,-74.70479631,367430.0,Trenton,84913,10.8,33.1,13.3,37.2,4.5,3.9,18.3,24.9,78.8,24.3,6.0,76.5,3.4,16.9,40.3,22.8,74.6,16.4,36.6,7.7,6.0,1.0,1282.0,1547.0,2.71,15.1,21.5,18.1,2981025,10.9,224.56,88.0,79990.0,42155.0,0.4966,0.35,0.0723,0.9459,0.8672,0.5579999999999999,4
06001,California,"Alameda, California, US",37.64629437,-121.8929271,1671329.0,"Alameda, Oakland, Pleasanton, San Leandro, Union City, Berkeley, Livermore, Hayward, Fremont",1241110,8.9,29.5,9.4,18.6,5.9,1.7,10.9,13.3,85.0,18.3,4.6,64.5,1.6,20.3,21.8,22.8,70.3,8.5,25.1,4.6,21.0,1.0,3592.0,3809.0,2.81,13.8,11.2,22.4,12949087,9.0,739.02,88.0,92574.0,44283.0,0.4591,0.2548,0.0239,0.9806,0.9159999999999999,0.4701,2
06059,California,"Orange, California, US",33.70147516,-117.76459979999998,3175692.0,"Anaheim, Costa Mesa, Fullerton, Garden Grove, Huntington Beach, Mission Viejo, Newport Beach, Santa Ana, Westminster, Buena Park, Lake Forest, Irvine, Orange, Tustin",2117106,7.2,20.9,5.9,14.5,3.7,1.4,18.3,6.3,78.5,4.8,2.4,72.0,3.7,17.6,12.4,10.3,58.0,8.7,18.5,2.5,36.0,0.0,7955.0,7955.0,3.02,14.8,2.1,34.2,20682197,10.5,790.57,85.1,85398.0,39590.0,0.4731,0.3248,0.05,0.9723,0.5683,0.4191,2
06013,California,"Contra Costa, California, US",37.91923498,-121.9289527,1153526.0,"Antioch, San Ramon, Concord, Richmond",400282,10.5,31.0,11.0,31.0,7.4,3.5,16.7,18.9,85.1,21.4,6.3,67.3,3.4,20.1,25.7,22.8,72.1,14.9,29.1,7.2,11.0,1.0,1920.0,2137.0,2.86,15.8,9.5,25.8,8262635,7.8,715.94,89.4,93712.0,45524.0,0.4639,0.2478,0.141,0.9564,0.4795,0.4057,1
22071,Louisiana,"Orleans, Louisiana, US",30.06971951,-89.92660315,390144.0,New Orleans,343829,12.8,26.6,11.9,41.8,5.1,1.9,10.2,11.2,80.4,9.5,3.8,68.2,4.2,22.6,37.3,20.0,66.7,7.9,48.3,3.7,9.0,4.0,1319.0,1864.0,2.44,14.8,60.2,5.6,2667406,23.8,169.42,86.2,39576.0,30177.0,0.5617,0.6997,0.1761,0.8797,0.7771,0.7449,4
21111,Kentucky,"Jefferson, Kentucky, US",38.18664655,-85.65931031,766757.0,Louisville,597337,10.2,39.5,7.5,27.1,9.5,2.2,21.3,12.4,70.9,7.1,3.7,74.4,2.5,22.6,27.0,36.6,86.0,13.4,52.8,9.5,9.0,1.0,2909.0,3092.0,2.42,16.2,22.2,5.7,7401323,15.4,380.42,90.0,54357.0,31980.0,0.4853,0.3812,0.3795,0.8001,0.7128,0.5682,4
22051,Louisiana,"Jefferson, Louisiana, US",29.74075478,-90.11115756,432493.0,Kenner,66702,8.5,35.9,11.6,34.6,5.9,3.3,14.4,19.8,80.7,14.6,6.5,72.1,3.1,19.3,29.2,24.3,76.0,14.1,35.6,7.2,9.0,4.0,1402.0,1947.0,2.56,17.1,28.0,14.9,3077876,15.6,295.63,85.4,52558.0,29776.0,0.4679,0.5054,0.3992,0.9296,0.461,0.6121,4
22033,Louisiana,"East Baton Rouge, Louisiana, US",30.53842039,-91.09777565,440059.0,Baton Rouge,229493,7.4,36.1,20.0,23.6,1.3,7.4,10.4,14.3,82.2,23.5,1.2,71.8,4.7,13.2,19.7,25.8,76.0,23.6,51.2,4.0,12.0,4.0,2302.0,2847.0,2.62,14.2,47.0,44.4,4112381,16.7,455.37,90.3,52719.0,31073.0,0.5115,0.4841,0.3537,0.8727,0.7593,0.6653,6
06029,California,"Kern, California, US",35.34329425,-118.72777959999999,900202.0,Bakersfield,347483,8.1,25.6,7.1,24.7,7.8,2.7,13.7,25.1,73.2,8.6,2.9,67.6,2.9,22.7,40.0,39.4,60.5,9.3,22.9,3.6,12.0,0.0,1628.0,1628.0,3.18,11.0,6.3,54.0,3675000,20.5,8131.92,73.8,52479.0,22553.0,0.4725,0.9357,0.5552,0.9799,0.9245,0.9659,1
06037,California,"Los Angeles, California, US",34.30828379,-118.22824109999999,10039107.0,"Baldwin Park, Compton, Downey, Inglewood, Lancaster, Long Beach, Los Angeles, Palmdale, Pasadena, Santa Clarita, Santa Monica, Torrance, Whittier, Alhambra, Glendale, Burbank, Carson, Bellflower, Hawthorne, El Monte, Lakewood, Norwalk, Lynwood, Redondo Beach, Pomona, South Gate, West Covina",7007413,8.6,33.5,6.8,34.4,7.5,3.0,18.7,21.5,73.2,21.0,5.0,72.9,2.1,18.4,31.4,15.2,71.1,7.1,37.4,4.9,109.0,4.0,25606.0,26476.0,3.0,13.6,9.0,48.6,67261267,14.2,4057.88,78.7,64251.0,32469.0,0.5016,0.6159,0.1047,0.9933,0.9045,0.7682,2
06073,California,"San Diego, California, US",33.03484597,-116.73653259999999,3338330.0,"Carlsbad, Chula Vista, El Cajon, Escondido, Oceanside, San Diego, San Marcos, Vista",2244736,9.1,31.5,13.1,28.2,9.4,3.6,15.9,19.4,86.9,22.5,6.1,70.4,3.3,24.3,27.7,20.9,71.7,15.5,33.1,5.5,29.0,4.0,6252.0,7122.0,2.87,14.0,5.5,34.0,21337795,11.5,4206.63,87.1,74855.0,36156.0,0.4631,0.3914,0.0621,0.9561,0.8411,0.5596,2
36061,New York,"New York City, New York, US",40.76727260000001,-73.97152637,5803210.0,New York,1585873,7.6,31.9,14.2,29.1,3.7,4.5,9.7,14.6,80.3,28.1,1.8,70.4,0.9,34.1,14.9,18.3,67.6,6.0,16.3,8.0,18.0,2.0,9496.0,10108.0,2.07,16.5,17.9,25.9,34680452,15.6,22.83,87.0,82459.0,72832.0,0.5948,0.4201,0.0086,0.9612,0.9736,0.551,1
06071,California,"San Bernardino, California, US",34.84060306,-116.1774685,2180085.0,"Chino Hills, Redlands, San Bernardino, Victorville, Fontana, Chino, Apple Valley, Hesperia, Upland, Rialto, Ontario, Rancho Cucamonga",1404829,9.1,26.6,10.9,32.4,4.9,3.0,16.8,16.7,72.2,24.7,4.9,68.5,2.9,20.4,26.9,22.5,64.1,10.3,26.3,7.4,26.0,3.0,3963.0,4615.0,3.3,11.6,9.4,54.0,11199315,14.9,20056.94,79.5,60164.0,23956.0,0.4394,0.8277,0.4728,0.9825,0.8141,0.9009999999999999,2
06067,California,"Sacramento, California, US",38.45106826,-121.34253740000001,1552058.0,"Citrus Heights, Elk Grove, Folsom, Sacramento",774976,11.3,32.8,10.4,24.7,8.1,2.0,11.3,21.3,73.2,19.9,1.4,69.8,3.1,16.3,31.2,26.0,70.2,16.8,34.7,7.6,12.0,1.0,3659.0,3876.0,2.77,14.1,10.9,23.4,12358663,14.3,964.64,87.4,63902.0,31311.0,0.4492,0.5338,0.3563,0.9535,0.7603,0.7338,2
25025,Massachusetts,"Suffolk, Massachusetts, US",42.327951399999996,-71.07850442,803907.0,Boston,617594,11.4,30.1,11.7,17.5,8.1,1.9,16.3,15.9,84.9,12.0,5.1,66.4,2.3,15.6,12.6,26.1,23.7,10.5,15.5,8.4,16.0,1.0,4983.0,5191.0,2.41,12.0,24.7,23.4,16983330,17.5,58.15,85.5,64582.0,40190.0,0.5241,0.5608,0.0474,0.9656,0.9774,0.7379,6
22017,Louisiana,"Caddo, Louisiana, US",32.57991587,-93.88375652,240204.0,Shreveport,196609,10.0,35.3,13.8,41.5,6.0,4.1,16.4,22.8,79.2,15.6,7.3,75.9,3.6,16.3,35.1,26.8,77.1,17.4,42.5,8.6,9.0,3.0,1900.0,2308.0,2.53,17.1,49.8,2.9,2809885,22.4,878.54,86.6,40866.0,25902.0,0.4869,0.7328,0.8083,0.6619,0.8103,0.8385,9
24510,Maryland,"Baltimore City, Maryland, US",39.30211911,-76.61151012,593490.0,Baltimore,620961,11.7,32.7,15.8,41.2,5.5,4.1,15.8,13.9,67.7,12.9,5.2,76.3,3.5,18.1,46.9,10.3,76.8,13.4,34.5,8.6,16.0,2.0,4505.0,4905.0,2.48,14.0,62.8,5.5,11349171,18.9,80.94,84.9,48840.0,29700.0,0.5158,0.7178,0.3397,0.9045,0.873,0.8312,8
25023,Massachusetts,"Plymouth, Massachusetts, US",41.94070556,-70.80802823,521202.0,Brockton,93810,13.0,33.6,11.4,34.4,6.5,3.7,16.4,23.8,79.6,12.0,5.9,78.1,3.3,17.3,32.1,27.3,75.2,15.8,32.6,8.1,5.0,1.0,650.0,858.0,2.69,18.1,11.3,4.1,2904135,6.2,659.08,92.9,85654.0,41343.0,0.4553,0.1159,0.1668,0.7195,0.3515,0.2303,1
34007,New Jersey,"Camden, New Jersey, US",39.80343818,-74.96388753,506471.0,Camden,77344,11.0,31.5,16.7,44.1,4.2,3.9,20.0,27.2,77.1,28.3,6.3,73.8,3.6,14.7,43.1,21.3,71.1,17.9,37.2,7.6,8.0,1.0,1870.0,2135.0,2.67,15.7,21.6,17.2,4238421,12.9,221.26,88.4,67118.0,34280.0,0.4752,0.4061,0.45299999999999996,0.9166,0.6301,0.6118,4
06065,California,"Riverside, California, US",33.74314981,-115.9933578,2470546.0,"Indio, Murrieta, Riverside, Corona, Hemet, Moreno Valley, Menifee, Perris, Temecula",1153771,8.3,26.0,7.7,23.1,13.1,1.8,16.1,13.1,91.8,14.9,3.2,62.6,2.2,23.7,31.8,16.2,64.7,13.9,17.3,4.6,21.0,0.0,3761.0,3761.0,3.27,14.4,7.2,49.6,8412078,12.7,7206.48,81.7,63948.0,27142.0,0.4687,0.6892,0.3776,0.9736,0.6632,0.7939,1
26049,Michigan,"Genesee, Michigan, US",43.02244215,-83.70589709,405813.0,Flint,102434,13.3,35.9,16.4,49.0,5.9,5.4,20.1,28.6,77.7,17.0,8.5,76.2,4.5,14.5,37.3,34.2,75.0,19.3,44.2,11.2,3.0,0.0,1143.0,1143.0,2.41,17.5,20.3,72.5,2787450,18.8,636.98,90.4,47006.0,26386.0,0.4699,0.6707,0.8204,0.4897,0.4585,0.6624,2
26125,Michigan,"Oakland, Michigan, US",42.66090111,-83.38595416,1257584.0,"Southfield, Troy, Farmington Hills, Rochester Hills",303454,8.7,23.9,7.4,38.3,7.4,1.8,10.3,19.4,87.3,7.5,5.5,74.1,2.7,17.8,20.5,26.6,78.1,8.7,29.4,5.7,15.0,0.0,4375.0,4375.0,2.47,16.8,14.0,71.7,10835571,8.2,867.66,93.9,76387.0,42760.0,0.4694,0.0834,0.0455,0.7593,0.184,0.114,3
27053,Minnesota,"Hennepin, Minnesota, US",45.00761521,-93.47694895,1265843.0,"Minneapolis, Bloomington, Brooklyn Park, Plymouth",611828,7.7,26.6,6.5,24.4,5.4,2.3,9.9,14.8,78.3,10.8,4.1,68.4,2.3,22.7,21.0,15.9,70.2,8.3,22.7,3.8,11.0,1.0,4628.0,4819.0,2.4,14.0,13.6,7.0,14036038,10.3,553.59,93.2,74113.0,43976.0,0.4894,0.1,0.0388,0.8418,0.8220000000000001,0.3092,3
26099,Michigan,"Macomb, Michigan, US",42.69158356,-82.92752801,873972.0,"Warren, Sterling Heights",263755,9.5,32.0,15.5,32.8,10.7,3.5,22.1,18.2,84.8,7.4,6.2,71.9,4.1,17.6,25.7,26.5,70.9,12.9,34.9,6.2,5.0,1.0,1272.0,1496.0,2.5,17.0,12.2,78.6,4079624,11.0,479.22,89.7,60466.0,31104.0,0.4271,0.3166,0.1961,0.7386,0.313,0.3296,1
29510,Missouri,"St. Louis City, Missouri, US",38.63555736,-90.24349225,300576.0,St. Louis,319294,10.6,33.1,11.5,35.5,5.6,3.8,15.7,24.3,77.2,19.1,6.3,72.5,3.3,19.5,31.8,25.0,74.0,15.0,32.8,8.4,10.0,1.0,3904.0,4102.0,2.14,13.7,45.9,44.3,4162081,22.8,61.91,86.9,41107.0,28478.0,0.5056,0.7121,0.242,0.8828,0.7985,0.7796,13
06085,California,"Santa Clara, California, US",37.23104908,-121.6970462,1927852.0,"Milpitas, San Jose, Santa Clara, Mountain View, Sunnyvale",1343347,5.9,26.8,6.5,13.9,3.7,1.5,8.1,6.6,75.7,5.3,4.7,58.1,2.7,11.9,13.2,20.6,43.5,11.5,20.8,6.1,14.0,1.0,3760.0,3977.0,2.97,13.5,2.8,25.3,17020991,7.3,1290.10,88.1,116178.0,52451.0,0.4751,0.1933,0.0255,0.9815,0.731,0.3557,2
06081,California,"San Mateo, California, US",37.422880799999994,-122.32755459999998,766573.0,"Redwood City, Daly City, San Mateo",275145,8.9,29.1,11.7,27.1,6.7,2.5,9.6,14.7,86.3,10.1,4.9,68.2,2.9,19.2,22.5,19.1,73.3,9.4,26.8,3.9,11.0,1.0,1781.0,1998.0,2.89,16.1,2.7,24.3,5166992,6.8,448.41,89.2,113776.0,57375.0,0.4846,0.1185,0.0201,0.9682,0.6043,0.265,2
42003,Pennsylvania,"Allegheny, Pennsylvania, US",40.46809875,-79.98167747,1216045.0,Pittsburgh,305704,10.8,35.4,6.4,44.0,1.8,8.5,9.4,10.2,81.9,18.8,2.2,82.5,4.2,14.4,16.6,35.6,84.3,7.3,20.7,2.3,20.0,2.0,6783.0,7178.0,2.21,18.9,13.4,78.4,12756157,11.7,730.08,94.3,58383.0,36907.0,0.4891,0.1758,0.0742,0.5648,0.6074,0.2506,5
42101,Pennsylvania,"Philadelphia, Pennsylvania, US",40.00338507,-75.1379271,1584064.0,Philadelphia,1526006,11.4,33.8,19.1,17.9,10.2,0.9,17.3,28.3,79.7,7.9,18.6,80.8,2.9,18.3,25.3,38.4,73.0,7.1,47.4,7.3,21.0,1.0,6531.0,6728.0,2.57,13.7,43.7,15.2,17972603,24.3,134.10,83.9,43744.0,26557.0,0.5253,0.8153,0.5549,0.9675,0.8949,0.9204,4
42095,Pennsylvania,"Northampton, Pennsylvania, US",40.75182733,-75.30471829,305285.0,Bethlehem,55639,10.0,31.8,10.6,31.9,5.7,3.0,15.5,20.7,73.5,11.0,6.2,69.8,3.0,19.1,27.4,26.4,75.3,13.0,31.7,6.4,2.0,0.0,362.0,362.0,2.55,19.0,7.0,13.8,1137248,10.2,369.67,90.6,67565.0,34017.0,0.4414,0.2061,0.1264,0.7291,0.447,0.2876,1
39049,Ohio,"Franklin, Ohio, US",39.96995815,-83.01115755,1316756.0,Columbus,770122,8.0,30.9,3.5,34.1,7.8,1.6,10.6,30.4,50.7,5.5,2.5,66.7,3.9,23.2,40.9,31.2,30.1,6.8,21.9,7.3,11.0,1.0,5062.0,5245.0,2.47,12.0,23.5,5.7,11693144,15.5,532.19,91.0,58762.0,32552.0,0.4633,0.3392,0.2528,0.8373,0.6699,0.5124,3
